ID,Title,Post,Tag
1563,audiogames.net,"good morning everyone,    so i've been reading some on the audio games dot net website, in the off-topic room. i registered my account last night, and everything worked from there, but i'm just wondering how long will it take for in admin to approve me? i went under the section that said introduce yourself, and subscribed to the particular section, and just replied to that thread. i'm just not sure what to do next, or even if i posted in the right area, hopefully i did.    thanks everyone, shane.    sent with aquamail for android   http://www.aqua-mail.com",Help
1566,auslogics boost speed & jaws,"howdy   all,                 several years ago   i was using a program called auslogics boost speed, version 5.  after   version 5 it kept getting less &amp; less accessible, but at the time it was a   great program taking care of several tasks at once like, disk cleanup, disk   defrag, removing temp files...                 well, now the   program is up to version 10, &amp; i was wondering if anyone is using this   latest version with jaws.  i would like to know it's level of   accessibility.  i.e; is there a lot of jaws cursoring   necessary...        will jaws   read the status of checkboxes?...                 all input will be   greatly appreciated.  this was once an excellent program until they found   it necessary to add all that eye candy to the program!  lol  thanks   much.        take care.    mike.  go dodgers!  sennt from my ibarstool.  arguing with a woman is   like reading a software license agreement.  in the end you have to ignore   everything, &amp; click i agree.",Help
1567,auslogics boost speed & jaws,"hi, how are you?  i also used that program at one time and i found it to do different things as well but i don't know the level of accessibility.  maybe someone might write jaws scripts who uses that program.",Answer
1568,authorization code,"i am typing my nine-digit authorization code, but it is being  rejected.  what am i doing wrong?                 dulce",Help
1569,authorization code,that is because you are typing the serial number and not the authorization code.      the authorization code is 20 characters long.      it would be better to copy and paste from the email.             richard,Answer
1570,authorization code,thats not your authorization number.  it is a 20 number code. not 9,Answer
1571,authorization code,"usually, the authorization code is more than nine characters long. mine is twenty characters.          bill white    billwhite92701@...",Answer
1572,authorization code,"that is what i was thinking. can't you go into your jaws and  copy and paste it? i believe if you go into jaws from the  desktop, it's there.     best from,    carolyn",Answer
1573,authorization code,mine is 20 characters also.     sent from  mail  for windows 10,Answer
1574,authorization code,"can't really answer your question, but i can suggest selecting the entire code, copying it to the clipboard, and then pasting it into the correct field within the authorisation system.    my code was delivered via email, and i currently have it in a simple notepad txt file which will find itsway on to a thumb drive.    vaughan.",Answer
1575,authorization number:,hi if i email freedomscientific support and ask them to email me my authorization number would they be able to do it? or would i need to purchase a replacement authorization cd.   kenny peyatt jr.,Help
1576,authorization number:,"hi kenny, the best way to get your authorization number is to call freedom scientific. sometimes they don't respond quick enough with just emailing them.      laura          sent from my iphone",Answer
1577,authorization number:,"give freedom scientific a call. if they have you on file they will provide. if you have the serial number they will provide.      regards,feliciano    for tech tips and updates, like  www.facebook.com/theblindman12v  follow  www.twitter.com/theblindman12v",Answer
1578,authorization number:,"yes, just call them. far better than waiting, and waiting, and waiting for a response by email.",Answer
1580,authorization number:,"hello ken, if you email them with your serial number they will email you the  20-digit code.",Answer
1581,authorizing via backed-up files,"a client's machine has just been rebuilt from the ground up. jaws 18  has been installed, but the client does not have their serial number,  not to mention their authorization string. of course it's saturday,  vro's closed, but i thought this information, at least the serial  number, might be obtainable from a backup. the client does have a full  backup of the system disk before it was redone. are there any files  that can be looked at to at least get the serial number, which can  then be used to get the authorization string emailed to them, or are  they just stuck until monday?    as always, thanks in advance for any info.",Help
1582,authorizing via backed-up files,i don't think there is a way since you're asking about the serial   number. i would suspect vfo/fs will need to verify that the client is   who he/she is by correctly answering certain questions before helping.,Answer
1583,authorizing via backed-up files,"to my knowledge, no.",Answer
1584,auto numbering,"hi,    how do i turn off auto numbering? i hate it when my computer thinks it knows what numbre i want it to place  when i make a list with numbered items.  (i think this is called auto numbering, right?)      thanks for any help,    elaine    --     anyone can count the seeds in an apple, but only god can count the apples in a seed. - robert h. schuller    ____________________________________________________________  doctor warns: stop eating this vegetable immediately  gundry md   http://thirdpartyoffers.juno.com/tgl3141/5b106702754c067013b7fst02duc",Help
1585,auto numbering,"elaine,              i am presuming you are speaking of autonumbering in microsoft word (or microsoft office more generally).      to permanently turn off the automatic creation of numbered lists (and/or bulleted lists) as you type:      1.  activate the file tab, options item - alt+f,t  2.  arrow down to proofing then hit tab to enter the proofing controls.  3.  activate the autocorrect options button - alt+a  4.  in the autocorrect options dialog, navigate to the  autoformat as you type  tab.  5.  under the  apply as you type  group, uncheck one, the other or both of these checkboxes:  automatic numbered lists, automatic bulleted lists  6.  ok your way back out to your document.    you may need to do the above while editing normal.dotx, then saving it, in order for it to be off for all future blank documents created from normal.dotx, but i am not absolutely certain of that.   you can easily test this out by doing the above in whatever document you're editing then creating a new blank document and seeing if autonumbered/autobulleted lists are still off.    --       brian    -      windows 10 home, 64-bit, version 1803, build 17134                      travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime.                 ~ mark twain",Answer
1587,auto numbering,"what about calling microsoft accessibility support: 800-936-5900           brian's directions work in word 2016, i'm surprised they would be that different in 2013, but microsoft could sort it out quickly.    richard                               the secret is not to make your music louder, but to make the world quieter.          - mitch    albom   from the magic   strings of frankie presto, page 1",Answer
1588,auto numbering,"richard &amp; elaine,                  and i created these using word 2010.  this particular feature set has remained virtually unchanged ""forever.""  --       brian    -      windows 10 home, 64-bit, version 1803, build 17134                      travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime.                 ~ mark twain",Answer
1589,auto numbering,"yes. i don't know where in word to turn it off thogh. i don't like auto numberin either. i wish that microsoft could remove that feature because it can be annoying at times, but it can be usefull if you don't want to type the numbers all the time.   kenny peyatt jr.",Answer
1590,auto numbering now off,"hi all, i called microsoft disability this morning and they helped with the auto numbering question. i had another item or two i wanted to discuss so i went straight to them. thanks for all your help. still not sure why i couldn't quite get to the numbering/bulleting option- must have tab when i should have arrowed or something. but anyway, all is good to go!      elaine    --     anyone can count the seeds in an apple, but only god can count the apples in a seed. - robert h. schuller    ____________________________________________________________  drink this before bed, watch your body fat melt like crazy (  wise med   http://thirdpartyoffers.juno.com/tgl3141/5b117791b01f779067dcst04duc",Help
1591,auto numbering now off,"great!    i suspected that some tiny action somewhere in my instructions had been omitted, but that happens and when it is tiny it's almost impossible to know what that might have been without seeing it ""not happen"" in action.    i have had great luck when i've had clients call the microsoft accessibility helpdesk in the past.  one or two bad experiences, but even then the solution was to just call back to get a different technician.  all in all a fabulous service that microsoft should be commended for offering.  --       brian    -      windows 10 home, 64-bit, version 1803, build 17134                      travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime.                 ~ mark twain",Answer
1593,auto numbering now off,"hi, mike and list.    turn off autonumbering and bulleting    1. open word.  2. press alt plus f, followed by t for options.  3. arrow down to proofing.  4. press alt plus a for autocorrect options.  5. press control plus tab until you hear  autoformat as you type tab   6. tab approximately eight times, until you hear  apply as you type, automatic numbered lists check box   7. if this check box is checked, press space to uncheck it.  8. tab to ok, and press space or enter.    this also works for ""automatic bulleted lists, except in this case, step 6 should read:    6. tab approximately seven times, until you hear  apply as you type, automatic bulleted lists check box   7. if this check box is checked, press space to uncheck it.  8. tab to ok, and press space or enter.    bill white  billwhite92701@...",Answer
1594,auto numbering now off,"i also appreciated everyone's input on this--i've always found it vexing, rather than convenient, to have word auto-insert #s and bullets. i think i also got this to work successfully, when i tried it last night.            sandra    ""not everything that is faced can be changed, but nothing can be changed until it is faced.""  (james baldwin)",Answer
1596,auto updating fs reader,"what's up guys,    are any of you guys having trouble opening training files from the training menu, and also having trouble updating fs reader? i'm trying to update, but the auto update keeps not responding after i click ""yes"" when windows asks if i want the program to make changes to my hard driv    e.     any soultions?",Help
1597,automatic change verbosity,"i would like to change verbosity in thunderbird under certain conditions.  i think it can be done with frames.  but, i get confused when i try to set one up.      i want to switch to advanced verbosity when i open a message to read. then switch to beginner or intermediate when focus returns to any other window in thunderbird.      the reason is jaws is way to verbose when opening messages.  i had to modify the advanced verbosity to stop a lot of the chatter.    jaws doesn't read other dialogs well with that verbosity.    i can set the condition for the title in jaws frames but that's about as far as i get.      any tips?      bob",Help
1598,automatic language detection with jaws questions,"hi all    i ran in to a new feature in jaws that i've never worked with before. in the jaws settings there is a item called language detection if this item is selected then if you are reading something and the language changes then jaws changes the announcement.    anyways, today a person sent me a ms word file. it had a pile of names in it. when the jaws auto language detection was not selected the list read fine.  however, when the item was selected then when one read the list of names it had in front of some of the names it announced the language e.g. one name was darren gilchrist and when selected i heard the word german in front of the name. so does anyone know how to initiate this language mark up in ms word?    the setting for this can be found by doing the jaws key plus the letter v. then it opens up i tabbed once got to the tree list, hit the letter r for reading, then the letter l several times until i heard language detection.    thanks for all you thoughts and wisdom on this issue.    have a good day everyone    shan noyes              sent from my iphone",Help
1599,automatic language detection with jaws questions,"when in word, use the keystroke, alt/r, then u, then p. this will take you  to  your language preferences. perhaps start there.",Answer
1600,automatic language detection with jaws questions,"or select some text and do alt, r, u, enter. that will open a dialogue with a list of languages and if you choose one and press enter, that changes the language of selected text for the purposes of jaws and spell checking.  there are some other options in the dialogue as well.    steve",Answer
1601,automatic numbering in outlook 2007,"hi,      how do you turn off automatic numbering in outlook 2007?      thanks,             pastor gil",Help
1602,automatic numbering in outlook 2007,"hi, pastor gil.         i use outlook 2010, not outlook 2007, but i think the procedure should be similar.        turn off auto bullet or numbering in outlook     you can turn off auto bullet or numbering in outlook as follows.     1. open the outlook options dialog box.  2. click file &gt; options.  3. click the mail in the left bar, and then click the spelling and autocorrect button in the compose messages section.  4. in the editor options dialog box, click the proofing in the left bar, and then click the autocorrect options button in the autocorrect options section.  5. in the autocorrect dialog box, go to the autoformat as you type tab, and uncheck the automatic bulleted lists and the automatic numbered lists boxes in the apply as you type section. and then click the ok button.  6. click the ok buttons to close all dialog boxes to finish saving the settings.     from now on, the 1. or * you type in the email body won t be automatically numbered or bulleted any more.       bill white    billwhite92701@...",Answer
1604,automatic numbering ms word 2016,"hello,     could somebody please tell me how to turn off automatic numbering in ms word 2016?  thanks for any help.     laura",Help
1605,automatic numbering ms word 2016,"hi laura,       this is one of those things where unless you have done it you can look for a long time to find it. a quick google search gave me the following instructions, i put a link to the article at the end:       word 2016, 2013 &amp; 2010   select the  file  menu and  options , key shortcut is alt+f followed by ""t""   select the  proofing  tab on the left pane (it is the third one down).   select  autocorrect options   (it is the first button when pressing tab or you can do alt+a).   select the  autoformat as you type  tab (easiest if you use the ""control+tab command to get to that tab/page)   uncheck the  automatic bulleted lists  and  automatic numbered lists  options. click  ok .   click ""ok"" again in the main options window.       word 2007   from the  office button  menu, select  word options .   click  proofing .   click  autocorrect options , and then click the  autoformat as you type  tab.   under  apply as you type , deselect  automatic bulleted lists  and  automatic numbered lists .   click  ok  and you re done.       here is the link of the article i got this from:    https://www.technipages.com/word-disable-automatic-numbering-and-bulleting        if you want to do the same in outlook, also use alt+f followed by ""t"" to get to options. now go to the ""mail"" tab on the left, then use alt+s and spacebar to go to and activate the ""spelling and auto correct"" button, then alt+a for ""auto  correct options"".       from here on it's the same as above, use control+tab to go to the ""autoformat as you type  tab/page, tab down to the automatic bulleting and numbering checkbopxes, uncheck them, tab to ok and activate, then ""ok"" again and you are done.          regards,     sieghard",Answer
1606,automatic numbering ms word 2016,"laura, try going to a word document.    1. press alt-f-t.  2. control-tab to advanced.   3. tab and tab until just this side of forever. you'll see  an option about bullets and numbers.   4. uncheck that option.   5. tab way, way past forever until you get to ok. i'm not  kidding, there must be 100 options on that tab.     bye for now,    carolyn",Answer
1607,automatic update feature question,"hello all:    am i correct in understanding that it's only the notification of an available  update that's ""automatic"", and not the download itself?    thank you,        david s. pearson",Help
1608,automatic update feature question,right. you have to say yes and then press the install button to start the download.    enviado desde mi iphone,Answer
1609,automatic update feature question,"hola francisco:    muchas gracias senor(i don't habla), but know a  few words.    buenos noches amigo,        dsp",Answer
1610,automatically open link in received email via outlook 2016,"hello list,  so, part of my business in tales accepting freelance assignments via email with a corresponding accept/reject link. these assignments are time sensitive and they re pretty much first come, first serve.  a good description of what i m looking for is contained in this forum thread link.  https://forums.slipstick.com/threads/94167-automatically-open-link-in-email-received/    i d like to have an automated action where as an email comes in the accept link is activated without me having to navigate to the email, open it, scroll down to locate the link and then click.  i m in general pretty fast at this, but i still lose time when having to do all the steps above. especially trying to get to the proper link. that s also if i m not at my computer and haven t stepped away for this or that reason or if jaws decides to at that time act all weird on me.  these emails can come in for a lot of southern california. i ve already filtered out areas that i don t wish to cover and only receive emails for the areas i know i can do or get covered.   the thread referenced above talks a lot about scripting and macros and while i m a pretty competent pc user in general, scripting, coding and macros are areas where i simply have no knowledge of.   can anyone help me out either by pointing me in the direction to some resources on where i can learn about this stuff to where it doesn t  seem like hieroglyphics or perhaps help me out with this particular task?  the link above talks abut outlook 2007, but i m using v2016. also a jaws 18 user. my default browser is firefox.  any help would be appreciated.",Help
1611,automatically open link in received email via outlook 2016,"i can t help you with a macro or how you can do this automatically without being at the computer, but why not  use jaws key+f7 to bring up a list of links in the email and you can find  accept  instantly by typing  a    or  acc  or it may even be the first link as the list is alphabetical.      alternatively, use jaws find, jaws key+control+f, type  accept  and press enter and it should land you right on the link.      not sure if you can auto-activate links in an email, this might be considered very unsecure by microsoft because of the potential of a virus.             regards,      sieghard",Answer
1612,automatically open link in received email via outlook 2016,"this isn t going to work for me.   all those steps take longer than what i do now to access the accept link. i can get to it fast. it s just that often, it s just not fast enough.   the security issue isn t that much of a concern for me. this would be for a specific incoming email account with specific words in the body/subject and accept link.  i d in theory also just have a separate machine connected to the net with only this account open to receive incoming messages and since i use password generators for each individual account i have, and the links i m interested in go to a specific company portal. that and i m a malwarebytes user anyway, that s not an issue.  i even asked around on the viphone list on whether something similar could be accomplished with the workflow automation app, but didn t get a response.   the link i provided seems to be on the right track, but again, as all that stuff is pretty foreign to me, thus my reaching out to the list in case there were some folks on here who are into script writing and more involved techie stuff that are familiar with these things.  thanks anyway,",Answer
1613,automatically open link in received email via outlook 2016,"not sure how much faster you can get to a link other than with one key combination, insert+f7, and then typing a couple of letters as in  ac  for  accept , using jaws find would really be the same, one key combination   insert+control+f again followed by typing a couple of characters and pressing enter. if you can already get to it faster than that and if you don t have to do it very often then what s the big deal?             regards,      sieghard",Answer
1615,automatically open link in received email via outlook 2016,"hi cristobal,         sorry, somehow read ""it's that often"" as ""it's not that often"".    anyhow, apart from what i suggested i am not aware of any other way to do this either manually or automatically.    if the ""accept"" link is the only one that starts with an ""a"" then i still would venture that insert+f7 followed by a and enter would be the fastest way.    i just tried it on the group emails which have a link for ""terms of service"" near the bottom and pressing jaws key+f7, typing t and pressing enter is literally hard to measure in time, i would say it takes maybe 1 or 1.5 seconds. if i say   ""go"" as i press enter to open the email and then say ""mississippi"" or ""one one thousand"" to indicate a second then i press enter just barely after i'm done speaking.         regards,    sieghard",Answer
1616,autorun installation,"hi, all,         has anyone installed ms s autorun using jaws? i m using jaws 16, plus  windows 7. i just want instructions on installation.         thanks.              sandra    one  can never consent to creep, when one feels an impulse to soar.  (helen  keller)",Help
1619,avast free anti virus,hi. installed avast free anti virus and now says my licence has expired and now not the most accessible gui. is there a more accessible avast free anti virus. did try to repair with jaws 18. windows 10 64 bit pro. any help. thabnks.                       virus-free.  www.avast.com,Help
1620,avast free anti virus,"windows defender, if you have windows 10 you already have it, it s free and works perfectly well.",Answer
1621,avast free clean,"hi, got my avast fixed, but now is there a free version of avast clean, and i don t have a credit card or paypal, so how do i use the 30 day free trial. or if there s a legit free version, did try googling, found some crack versions, but don t want to do that, want legal software.  thanks.                         virus-free.  www.avast.com",Help
1622,averaging a column,"i looked this up on google and in these instructions i m not finding autosum.  is there another way to average a column of figures or does anyone know how to execute these instructions?  all the best, brian      calculate the average of numbers in a contiguous row or column     1.        click a cell below or to the right of the numbers for which you want to find the average.     2.        on the  home  tab, in the  editing  group, click the arrow next to  autosum  , click  average , and then press enter.           brian albriton  iphone 2136103315  cocanut50@...",Help
1623,averaging a column,"i am presuming we're talking about ms-excel here.  alt+h, u will activate the autosum control in the editing group.  if you follow that immediately by a you will insert the average function in the cell.   you must be positioned in either a column immediately to the right of the columns you want to average or in a row immediately below the cell sequence in a single column that you wish to average.  you can also enter the average function in a cell by hand:   =average(column-a,column-?) where you're in the cell at column-?+1 in the row or =average(a1,an) where you're in the cell at row n+1 still in column a.  --       brian                  a great deal of intelligence can be invested in ignorance when the need for illusion is deep.           ~    saul bellow   ,  to jerusalem and back",Answer
1624,averaging a column,"addendum:  mind you, if you're entering the average function by hand it is possible to specify any random sequence of cells you wish, comma separating each cell, between the open and close parentheses for the function.   this is, admittedly, not done all that often but there are times where you may need to average non-contiguous cells.  --       brian                 a great deal of intelligence can be invested in ignorance when the need for illusion is deep.           ~    saul bellow   ,  to jerusalem and back",Answer
1626,averaging a column,"mario,          if you wanted to do non-contiguous cells you would type, as an example, =average(a1,c5,l32,n3), in the cell where you want the values in those four cells to be averaged.  you can also include constants, e.g., 6, in the comma separated list along with cells you wish to include in the average.  you will have a valid computation so long as the cells in question contain a numeric value or are empty.  if you have any other data type in the cell it will result in an error, but i presume this falls into the ""it goes without saying"" category, even though i've said it.          the use of a sequence of non-contiguous cells and/or numeric constants is atypical.  most times you'll just specify a sequence of rows, e.g., =average(a1,a5), or columns, e.g., =average(a1,g1), and generally these will be placed directly below or immediately to the right of the cell sequence, respectively.  --       brian                  a great deal of intelligence can be invested in ignorance when the need for illusion is deep.           ~    saul bellow   ,  to jerusalem and back",Answer
1628,avery wizard with jaws,"has anybody tried to use the latest (which isn't exactly new) avery     wizard with jaws? i can begin a project, select a label/business     card type, and even       enter text for it. i've even managed to at least change the font to     the size i need. but once i've entered my text, i can't find a next     button. it's like,       ""i've typed my text; now what do i do with it?"" i'm stuck.     eventually i can get jaws and avery to just lock up all over the     place. what am i missing? i       feel like there should be a next button where the wizard would start     processing the information and generating a page of business cards,     if only i could       find the next button. let me guess; it's in something called a     hamburger stack or a hotdog bun or, god forbid, a cheesy gordita     crunch. any suggestions?          brad       --          brad martin    brad@...     my facebook page where         i post online shopping coupons and deals: facebook.com/ucoupons     my smarterbucks signup link",Help
1629,avery wizard with jaws,"brad,            uncharacteristically, you don t list the methods you ve tried. the one that seems to work a lot lately is to turn off the virtual cursor with the jaws key+z  toggle. then tab around. often it picks up controls that jaws isn t finding with the virtual cursor on. after that, i sometimes have to alternate between the virtual cursor off and on. but the first trick is to find that pesky  next  button.",Answer
1635,avg help. please write privately,"hi,    the avg  interface has changed.         can some one send me step by step directions to get to the update button?         write privately please.         many thanks.",Help
1636,avg issues. please answer privately.,"hi,    the  avg interface has changed.         can some one send me step by step directions to get to the update button.         many thanks.",Help
1637,avoiding scripts in internet articles,"dear listers:         tonight i tried to read an article from the web, but jaws kept stopping the reading because there was a script.  is there anything in either verbosity or internet settings that can stop such scripts on internet pages from interfering with   jaws s reading?                   rick miller",Help
1638,avoiding scripts in internet articles,"there are a number of add-ons/extensions for the major web browsers whose intention is blocking scripts.  no script is probably the best known.  even if you don't want to block all scripts on a constant basis you could install a script blocker and disable it, turning it on only when you encounter a problematic webpage.  --      brian        -   windows 10 home, 64-bit, version 1709, build 16299  (dot level on request - it changes too often to keep in signature)          if you don't like someone, the way he holds his spoon     will make you furious; if you do like him, he can turn     his plate over into your lap and you won't mind.          ~ irving becker",Answer
1642,back on list,"just to let you know, i'm now back on the list, and hope to be for a while.    have now got my new computer, and although i'm getting on not too bad, i'm finding a lot of the keys very different.    more so, the f keys, as there seem to be a lot of extra ones.    can't find how to shutdown, as there doesn't seem to be an f4 key.",Help
1643,back on list,"there is always an f4 function, doing different things depending on how it is set.  in order to set the functions keys to work with jaws, the function keys that do lenovo things need to be turned off in the bios, requiring a sighted person to do this.  i know because i just went thru it.        maria campbell  lucky1inct@...    ""preach the gospel, and when necessary use words!""  --st. francis",Answer
1646,back on list,"hi, val. your f4 key is probably right now a media key. go back where you got the computer and make sure media action keys or hot keys are off.    bill white  billwhite92701@...",Answer
1647,back on list,"hi,    as for shutting down, if you're talking about shutting the actual laptop down, you can press windows key and x, then press u and then u again , which is a shortcut key for shutting down. or instead of pressing u the second time you can use arrows up and down to move through different shut down  options  such as restart, sleep etc. i don't know what type of lap top you have, my laptop although it doesn't  have function keys, if i press the key that would usually be the f4 key, it works as if i've pressed alt and f4 , but without needing to press alt. hope that last part made sense lol    paul",Answer
1651,back up software. windows 10 clean install,hi.  is there any back up software that works with jaws?  i want to make an image file that i can put on my external harddrive  so i can restore the operating system if it crashes.  i've got problem now so i need to reinstall windows 10.  i've created an iso file using the image creator.  do i need to use the usb flash drive i bought with a key or can i  use  that iso file i created?  the windows version that came on the drive doesn't have narrator  support during install.  /kristoffer    --   kristoffer gustafsson  sal ngsgatan 7a  tel:033-12 60 93  mobil: 0730-500934,Help
1652,back up software. windows 10 clean install,terabyte drive image backup and restore suite   http://www.terabyteunlimited.com,Answer
1653,background colour in outlook 2016,"greetings all,   i am using jaws 18.0.4321, windows 10, and outlook 2016; jaws says black on black when i press insert f, and when i go to the ribbon, or to apply styles i find where to change the font colour, but not the background colour.   many thanks for any suggestions as to changing the background colour to white.   cheers kevin.",Help
1654,background colour in outlook 2016,"hi   kevin,                 see if this link   helps you:                  https://www.codetwo.com/blog/changing-background-colors-in-outlook-2007-2010-and-2013/                 take care.  mike.  go dodgers!  sent   from my ibarstool.  arguing with a woman is like reading a software license   agreement.  in the end you have to ignore everything, &amp; click i   agree.",Answer
1655,background colour in outlook 2016,"my jars tells me that too but it usually isn't black on black. john's is just lying there. at least, that is true with my jars.    sent from my iphone",Answer
1656,background colour in outlook 2016,"i really messed up with that dictation. jaws is lying. mine does the same thing. i have asked people and the print is not black. the command to get into your colors is alt g then pc.     --     marianne denning, tvi, ma  teacher of students who are blind or visually impaired  (513) 607-6053",Answer
1659,background colour in outlook 2016,"mike, i apologize. here it is. the default is white even though jaws says something different. to change the color you need to begin typing then alt p for options and then find background. there is a key stroke for that too but i can't remember what it is.     --     marianne denning, tvi, ma  teacher of students who are blind or visually impaired  (513) 607-6053",Answer
1660,backing up files on to a disc with jaws,"hi folks!    i have just purchased a cd to back up my files, but have never done this. can someone explain how?      val.",Help
1661,backup software,"hi all,  this is my first post to this group.  i m looking for a good backup solution that will work with jaws???  i have tried several of the mainstream programs but they didn t work well with jaws if at all.     thx -steve",Help
1662,backup software,"first of all, are  you looking for online backup or software which would back up to a local or network attached hard drive?     second, what do you want to back up? if it s mostly just your user files and you want online backup why not use dropbox or onedrive?     if you want a true online backup solution then mozy or carbonite come to mind.           regards,     sieghard",Answer
1663,backup software,"hi,     thanks.  i was wanting to create a complete system backup so i could restore my machine completely in the event of a crash or ransom ware attack that wasn t caught.  i also like using differential backups for quick recovery of files when needed.     thanks again -steve",Answer
1664,backup software,"hi,  i forgot to answer your first question.  i m hoping to find a software package i can use.  i can send the backup to the drop box folder if i need to.  thx -steve",Answer
1665,backup software,"y ou  may want to give backblaze a try. i had no issues with them when i used them,  and they pretty much back up everything. i'll be going back there when i get the  rest of me sorted out.",Answer
1674,bad handle?,"hi,    today while i was away from my computer it must have been busy. when i came back to it i had an ""information"" box open that said:      ""information. graphic 59. sentinellm. bad handle.""      and it had an ok button.  what is that all about? i never saw anything like it before and was clueless. since i seemed to have no choice, i clicked ok.  can anyone explain this to me?      elaine      --     the beginning of anxiety is the end of faith, and the beginning of true faith is the end of anxiety. - george muller    ____________________________________________________________  sasha obama's iq will make you laugh out loud  likeitviral.com   http://thirdpartyoffers.juno.com/tgl3141/58cbe64c9934b664c66e0st02duc",Help
1675,bad handle?,"on fri, mar 17, 2017 at 06:37 am, elaine young wrote:   information. graphic 59. sentinellm. bad handle.  elaine,            the only information i can find that's vaguely related to part of this message, the sentinelilm bad handle part, relates to delphi, which gets used behind the scenes for a lot of coding tasks.  clearly something that's running on your system ""burped"" as i like to state it and you received an error message that's utterly cryptic to an end user (and probably would be to a developer, too, given the lack of detail).             i would not be too terribly concerned unless this becomes a recurring issue and then you'd have to chase down what is running on your system that keeps encountering the same problem.   --      brian                          a great many people think they are thinking when they are       merely rearranging their prejudices.                         ~ william james",Answer
1676,bad handle?,"brian, thanks. it was so foreign to me and it gives me         comfort to have this ""burp"" explained. if it appears again and         again, i'll have to get more answers but for now, just thanks!             elaine         on 3/17/2017 10:17 am, brian vogel       wrote:      on       fri, mar 17, 2017 at 06:37 am, elaine young wrote:    information. graphic 59. sentinellm. bad handle.   elaine,             the only information i can find that's vaguely         related to part of this message, the sentinelilm bad handle         part, relates to delphi, which gets used behind the scenes for a         lot of coding tasks.  clearly something that's running on your         system ""burped"" as i like to state it and you received an error         message that's utterly cryptic to an end user (and probably         would be to a developer, too, given the lack of detail).              i would not be too terribly concerned unless this         becomes a recurring issue and then you'd have to chase down what         is running on your system that keeps encountering the same         problem.            --       brian                           a great many people think they are thinking                 when they are       merely             rearranging their prejudices.                          ~           william james         --   the beginning of anxiety is the end of faith, and the beginning of true faith is the end of anxiety. - george muller",Answer
1678,baseball,"how do i listen to the live games?      game day audio is messed up.             thanks,             pastor gil",Help
1679,baseball,"if you have a mobile phone, get the mlb at bat app. it is working perfectly.   richard                               the secret is not to make your music louder, but to make the world quieter.          - mitch    albom   from the magic   strings of frankie presto, page 1",Answer
1681,baseball,"it is $19.99 per year which includes all regular season games, spring training, the all star game, and the playoffs through the world series.   yes, it is the same announcers as your home radio, or you can choose to listen to the other teams announcers.            go mariners!            richard                               the secret is not to make your music louder, but to make the world quieter.          - mitch    albom   from the magic   strings of frankie presto, page 1",Answer
1688,baseball,"hi michal,     yes, i agree with mlb s accessibility.  also, for those of us who have apple tv, 4 th  generation models, there was an update to that app yesterday which allows it to function properly.  enjoy the season.     les",Answer
1698,baseball link,"can you send that baseball game link again?      thanks,             pastor gil",Help
1699,baseball link,"can you send me the new link to listen to the baseball games?             gameday audio is messed up.      thanks,             pastor gil",Help
1700,baseball link,"here is the link.  you have to be a payed member and log into the        site to get the games.  it does work.                 https://www.mlb.com/live-stream-games/             maria campbell   lucky1inct@...     ""preach the gospel, and when necessary use words!""  --st. francis        on 2/23/2018 2:02 pm, pastor gil pries        wrote:",Answer
1701,baseball link,"it does work but there are no          controls any more. the gameday audio page is gone. audio linkks          are with the tv links. this sucks.             on 2/23/2018 1:24 pm, maria campbell        wrote:              here is the link.  you have to be a payed member and log into          the site to get the games.  it does work.                 https://www.mlb.com/live-stream-games/             maria campbell   lucky1inct@...     ""preach the gospel, and when necessary use words!""  --st. francis        on 2/23/2018 2:02 pm, pastor gil          pries wrote:                   can you send me the new link to                  listen to the baseball games?                 gameday audio is messed up.        thanks,                 pastor gil                                           virus-free.  www.avast.com",Help
1702,baseball link,"https://www.mlb.com/live-stream-games/                     maria campbell   lucky1inct@...     ""preach the gospel, and when necessary use words!""  --st. francis        on 2/23/2018 12:43 pm, pastor gil pries        wrote:",Answer
1708,baseball season is here,"if anyone knows how to access the games on the mlb.com site, please pass on the info.  thanks.      --     maria campbell  lucky1inct@...    ""preach the gospel, and when necessary use words!""  --st. francis",Help
1709,baseball season is here,"hi maria:    i've got game day audio bookmarked.    but when i went to it today, it took me to the mlb tv site.    it does show the games scheduled for today, but they are all exhibition games, not the actual grapefruit and/or cactus league games.    they start in earnest tomorrow.    there is one game on tomight supposedly with an audio link so i will check it out.    it is the twins playing the university of minnesota gofers.    hopefully, the regular game day audio site will be reinstated by tomorrow.    i know this does not help much, but as of right now, it's the only thing i can tell you.            howard wolcott",Answer
1711,baseball season is here,"usually, the thursday exhibition games are not broadcast.   i use the mlb at bat app on my iphone, and none of the games on right now are available.    hth,    richard                               the secret is not to make your music louder, but to make the world quieter.          - mitch    albom   from the magic   strings of frankie presto, page 1",Answer
