"735","activating links in word documents","thanks mike, but i did try both of those routes. i think that i need to learn how to format this page in a locked document of some kind.","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"736","activating links in word documents","poppa bear,            i believe you have the answer you seek, but i'm curious, does jaws not announce something along the lines of, ""use control plus left click to follow link""?  this is the standard ""hover over"" message that pops up in ms-word when one has the mouse over a hyperlink embedded in the document and i'm surprised that information is not conveyed.  this is not a new message, either, but has been there since at least office 2007, i believe, if not earlier.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"737","activating links in word documents","try your jaws key plus z to put the document in the correct mode.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"738","activating links in word documents","forget that -- i just tried it and it doesn't work in word 2013. sorry about  that.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"739","activating links in word documents","like the web, you can attempt to get a sense of the document by using insert+f6 for headers in the document and insert+f7 for a list of links in the document. i would say insert+f5 for forms, but no one ever sets those up correctly.    ctrl+arrow key will navigate by word  shift+arrow key highlight spoken words    tab doesn't navigate the document, it edits it. just like h doesn't navigate headers, i doesn't navigate through images (or is it g? i forget at the moment), and t doesn't navigate through tables. later office versions allow you to navigate documents as you are requesting in earlier emails and makes you save the document before editing, allowing you to tab and use characters to navigate the document like on the web.    best,    joshua    sent from my iphone","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"740","activating links in word documents","when i've run into this issue i have used joskey plus f7 to get a list of the links  or sometimes have used   the; key to jump from moser over to mouse over and then select the link but the enter key try those  sent from my iphone","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"741","activating links in word documents","i got into a world of trouble when in documents i hit alt-f-r. i must have misunderstood the command.     bye for now,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"742","activating links in word documents","carolyn,             if you are in ms-word (2010 and later, and i think 2007 and later) and editing a document, alt+f fires up the file menu (which still exists), immediately followed by 'r' fires up the recent documents list, and a single right arrow or tab will throw focus over to the first item in the recent files list.  you can then up or down arrow through, but be aware that each recent file does have a ""pin"" button after its name so you'll be going file, pin button, next file, next pin button, etc. all the way through the recent files list.             not that this has anything to do with activating links, but hey.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"743","activating links in word documents","thanks. i was just on the directory in documents. i'll open a document and see what happens.     bye for now,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"744","activating links in word documents","thanks nicole, i will try when i head back to the office on monday. is this  my nicole from midi mag?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"745","activating links in word documents","i did get into a blank word document, and there it all was. thanks.     bye for now,    carolyn","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"746","activating links in word documents","that would be me, yes.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"747","activating sound in windows safe mode","hello everyone:    a few weeks ago there was a discussion on the list, about activating sound in safe mode.    i posted that i would be willing to share a .reg file which i obtained from another member on this list, that would allow this to happen and i also said i would provide instructions.    unfortunately, due to some health  problems and due to a problem with my email client, i lost the entire contents of my inbox, including those list members who sent me emails requesting the .reg file and the instructions.    if you are still interested in receiving the .reg file and instructions on how to activate soundin safe mode, please email me at:    d.durber@...    including your email address in the body of the message, and i will reply to the messages as quickly as possible.    sincerely:    dave durber","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"748","activating sound in windows safe mode","hello dave,  sorry i saw your email so late and also sorry for your loss of your inbox. i  would very much appreciate your directions and info about how to activate  sound in safe mode. my email is:  terrieter@...  thanks very much for sharing this resource!  sincerely,  terrie terlau","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"749","activation code question","hi list     it looks like i will have to reinstall jaws on my laptop 64 bit win 10 system. how many reactivations  do i get with jaws home use?     i have a feeling will have to send it to the shop to be reconfigured to factory defaults.     kind wishes   michelle stevens.","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"750","activation code question","hello.    reinstalling windows won't change the locking code. this means that when you enter the authorization number, jaws will use the same license that you had and won't count an other activation.  in case tech service changes something else and the locking code changes, you get three activations and can request three more for free if you need them.    best.    enviado desde mi iphone","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"751","adblock plus, how / where to access settings","hi all,       below is where &amp; how to access / change your adblock plus  settings, in windows 7 anyways:       file path:   c:program filesadblock plus for  iehtml	emplatesindex.html       1. open ad block plust in the programs files  folder.   2. open the html folder.   3. open the templates folder &amp; inside you'll  find:     firstrun.html       these are the settings when you  first installed the program &amp; are the default  settings.               index.html       open this to change your options / settings.  arrow down to,  allow some non-intrusive advertising, &amp; uncheck this box if you don't want  any ads to show.         take care.  mike","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"752","adblock plus, how / where to access settings","to add, it s the same in windows 10","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"753","adblock plus, how / where to access settings","mike, i don't have a folder in program files called ad block plus. i am certain i have ad block plus as an plugin for firefox. so can ad block plus be installed as a program, that can block ads from any source? did i miss something?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"754","adblock plus, how / where to access settings","hi mario,           i don't have firefox installed on my windows 7  system but, in xp the adblock is in firefox's tools / add-ons.  in chrome  in windows 7 it's under extensions.  how you access the options oof adblock  in either firefox or chrome is beyond me.    take care.  mike","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"755","adblock plus, how / where to access settings","in both firefox and chrome in their current releases, adblock plus puts a button on the main toolbar to the right of the address box.  it looks like a small red octagon with abp in the middle for both, but on firefox there is a small dropdown arrow on the right side of the button.  in chrome, if you click on it you get something that appears to be a menu, but these days i doubt it is a menu, but at the bottom of whatever object it is there is a button or link for options.  in firefox, if the button is activated a dropdown menu appears with options as the last menu item.  a button to contribute to adblock plus appears below that options item.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"756","adblock plus, how / where to access settings","ok, let's try this again. there is no folder named ad block plus in the program files folder. what am i missing?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"757","adblock plus, how / where to access settings","mario,         you're not missing anything.  adblock plus is not a program and thus does not have any entries in either ""program files"" or the ""program files (x86)"" folders.         the actual location of the adblock plus stuff is dependent on which browser you're referring to, and i'd be happy to try to locate it for you and can check on my windows 7 machines if necessary.          the reason i posted about the buttons in the browser is because the options setting that pops-up or drops-down when you click it is generally how one interacts with adblock plus settings for a given browser.  if you are able to get to that button give that a try, as it's safer to try to tweak things via the user interface rather than directly editing underlying files whenever possible.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"758","adblock plus, how / where to access settings","hi brian,           on my windows 7 pro 64 bit computer there is a  folder called, adblock plus for ie, in the program files folder.    take care.  mike","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"759","adblock plus, how / where to access settings","mike's description was for adblock plus for ie. if you use it in     firefox, just look in the tools menu within firefox. it's much     easier to find that way.          brad","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"760","adblock plus, how / where to access settings","mike,           ie was so late in the game of allowing add-ons and the implementation is different.  it's no surprise that this is done in a way ""not like everyone else"" in the browser world.           i just wanted to hit on the more conventional firefox and chrome implementations when firefox was mentioned.  the one in opera is also very similar.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"761","adblock plus, how / where to access settings","hi brian &amp; list members,           i should also add that i'm running ie10.  i  don't know if things changed in ie11.  my sincerest apologies for not  making it more clear that my steps for accessing adblock's settings were for  ie.    take care.  mike","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"762","adblock plus, how / where to access settings","poor brian. poor well-meaning but misguided brian. (i'm giving him a     hard time as we have been having conversation off list.)          mario, let me help you out.          if you're using adblock plus on internet explorer, the installer is     a good old-fashioned execute file. it creates a folder in program     files, which is what mike referred to earlier. in that sense, it is     a program of sorts. and the way you edit the settings for internet     explorer is from an html document in that folder, which is the     address mike referenced.          brian is correct that in firefox (and presumably in chrome too) it's     an extension or add-on. so you are correct that it doesn't create a     program folder for you. however, brian can see things we can't see,     like toolbars. so he's directing you to a toolbar which would be     perfectly correct if you could find it. i wish we could access it     that way, because hovering over that toolbar button shows you the     number of ads blocked on the current page, which i think would be     kind of fun to see. but it doesn't work that way for us. the good     news, however, is that in firefox, on the tools menu, at the very     bottom--right below options--is an adblock plus submenu (as jaws     reads it), that will take you to the options screen. you don't get     to see how many ads have been blocked, but you can easily manage     your settings that way.          hope that clears up any confusion.          brad","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"763","adblock plus, how / where to access settings","it's the same in ie11.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"764","adblock plus, how / where to access settings","thanks brian for clarifying the murky issue. so, ad block plus also works in ie. i did not know that. where can it be gotten from; i assume thru the addons manager in ie, or is it a program that's downloaded and run?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"765","adblock plus, how / where to access settings","woops. i mean brad.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"766","adblock plus, how / where to access settings","mario,            if you navigate to the adblock plus main web page,  http://adblockplus.org , from within the web browser you wish to install it for, it puts what looks like a button (but may be a link) right there on the page to install it.  in the case of internet explorer the text reads ""install for internet explorer"" (i just tested that out).            it's clear that they're still using a workaround for ie and, particularly, for ms-edge since edge does not yet support add-ons via its own manager.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"767","adblock plus, how / where to access settings","brian, is addblock worth installing for ie?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"768","adblock plus, how / where to access settings","i remain curious whether adblock provides a better ad-avoidance experience than the much simpler method of turning off in-line frames in jaws quick settings.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"769","adblock plus, how / where to access settings","judith,             in my opinion adblock plus is way  more  than just ""worth installing"" on any browser that they support in any way.  it is a part of my standard new computer setup protocol for all clients, provided they do not object.  as far as i'm concerned, it's worth its weight in gold for any sighted user and in platinum for anyone who is visually-impaired or blind.  the nice thing is that it even nicely rearranges the page's visual presentation, not leaving huge gaping areas of white space, where advertisements are removed.      adrian,             i cannot compare against the technique you use in jaws, but adblock plus does an incredible job in removing ads and the folks who maintain the subscription lists of ads to be blocked have been doing a top-notch job for a long time now in keeping them up to date.  i believe someone else commented about a possible issue induced by your technique of choice on another thread where you'd mentioned it, but i am not absolutely certain of that.  i have not seen jaws behave badly with web pages processed by adblock plus since it appears the processing occurs prior to them being served inside the browser, so the ""purged"" result is the first and only thing jaws has to work with.  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"770","adblock plus, how / where to access settings","hi guys,   i was wondering what kind of browser opera is? i have never heard of it. is  it for a windows pc? i am just curious. have a great one.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"771","adblock plus, how / where to access settings","adrian,           i can't test this for you, as i can't find a setting about     turning off inline frames in jaws. so for me, the ten seconds it     took me to install adblock plus was way faster. (ok, so in ie it     took about a minute. but the time still flew.)          brad","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"772","adblock plus, how / where to access settings","hi brad,           while in ie or your browser of choice press,  insert / jaws key + v, to open jaws quick settings.  now navigate to,  heading &amp; frame options, now arrow down to, inline frames  show, press the spacebar to toggle this on / off.  tab to okay, press enter  to save &amp; close.    take care.  mike","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"773","adblock plus, how / where to access settings","thank you, mike. my problem that i was in internet explorer but with     no page loaded. this helped.          adrian, in my limited testing, i went looking for a painful site to     use, and what better option than facebook. your method of turning     off inline frames was helpful, but at one point i was reading my     newsfeed and jaws lost its mind and its place and i couldn't figure     out where i'd landed. using adblock plus, i did notice my newsfeed     shift by a line once, but it didn't lose its place. also, as someone     talked about embedded tweets, i'm pretty sure those come through     with an adblocker, but with inline frames disabled, you'd completely     miss those.          just my two cents,       brad","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"774","adblock plus, how / where to access settings","thanks, brad. i m on alert now that i ll need to turn on in-line frames if i m moved to find out what wisdom someone has dispensed in 140, or whatever, characters.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"775","adblocker question","well, i successfully installed adblocker. my next question: how do you allow certain sites not to have their ads blocked? i found the following on the site, but didn t know how to get to the toolbar and the adblock item from there; sounds super-easy, if i can locate what i need. please send detailed, step-by-step instructions. thanks!                many web sites depend on advertising income, and if you visit a web site frequently you might want to allow their advertising   provided that this advertising isn't too annoying. to do that, navigate to that site and click the arrow symbol next to the adblock plus icon in toolbar. from the menu you can choose ""disable on ..."" (you can undo that choice in the same way by unchecking this menu line).                 sandra    not  revelation    tis   that waits  but our unfurnished eyes    (emily dickinson)","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"776","adblocker question","hello,       i ve successfully used adblock for a while, but unfortunately, because i don t often actually have to actively do anything, and now want to change some settings, i have plum forgotten how to get to it using jaws. please respond with ideas. thanks!               sandra    not  revelation    tis   that waits  but our unfurnished eyes    (emily dickinson)","original","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"777","adblocker question","hi sandra,           for ie11, 1st follow the file path below to get  to where you make the changes:           file path:  c:program filesadblock plus for  iehtml	emplatesindex.html           1. open ad block plust in the programs files  folder.  2. open the html folder.  3. open the templates folder &amp; inside  you'll find:  firstrun.html  these are the settings when you first installed  the program &amp; are the   default settings.           index.html  open this to change your options /  settings.  arrow down to, allow some   non-intrusive advertising, &amp;  uncheck this box if you don't want any ads to   show.           go to the bottom to find the, manage button,  &amp; press the spacebar to open.  now arrow up to find the add &amp;  remove options.    take care.  mike  sent from my, ibarstool.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"778","adblocker question","hi sandra,           these steps are for ie:       here's the file path of where you want to  go:  c:program filesadblock plus for  iehtml	emplatesindex.html           1. open ad block plust in the programs files  folder.  2. open the html folder.  3. open the templates folder &amp; inside  you'll find:  firstrun.html  these are the settings when you first installed  the program &amp; are the default settings.           index.html  open this to change your options /  settings.  arrow down to, allow some non-intrusive advertising, &amp;  uncheck this box if you don't want any ads to show.        for chrome &amp; firefox:      from:   brian vogel     in both firefox and chrome in their current  releases, adblock plus puts a button on the main toolbar to the right of the  address box.  it looks like a small red octagon with abp in the middle for  both, but on firefox there is a small dropdown arrow on the right side of the  button.   in chrome, if you click on it you get something that appears to be a menu,  but these days i doubt it is a menu, but at the bottom of whatever object it is  there is a button or link for options.   in firefox, if the button is activated a dropdown menu appears with options  as the last menu item.  a button to contribute to adblock plus appears  below that options item.    brian             from:   brad martin     poor brian. poor well-meaning but misguided brian.  (i'm giving him a hard time as we have been having conversation off  list.)    mario, let me help you out.    if you're using adblock plus on  internet explorer, the installer is a good old-fashioned execute file. it  creates a folder in program files, which is what mike referred to earlier. in  that sense, it is a program of sorts. and the way you edit the settings for  internet explorer is from an html document in that folder, which is the address  mike referenced.    brian is correct that in firefox (and presumably in  chrome too) it's an extension or add-on. so you are correct that it doesn't  create a program folder for you. however, brian can see things we can't see,  like toolbars. so he's directing you to a toolbar which would be perfectly  correct if you could find it. i wish we could access it that way, because  hovering over that toolbar button shows you the number of ads blocked on the  current page, which i think would be kind of fun to see. but it doesn't work  that way for us. the good news, however, is that in firefox, on the tools menu,  at the very bottom--right below options--is an adblock plus submenu (as jaws  reads it), that will take you to the options screen. you don't get to see how  many ads have been blocked, but you can easily manage your settings that  way.  hope that clears up any confusion.  brad              take care.  mike  this email was sent from my,  ibarstool.         take care.  mike       take care.  mike.  go dodgers!  sent from my  ibarstool.  arguing with a woman is like reading a software license  agreement.  in the end you have to ignore everything, &amp; click i  agree.","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"779","add sender to contacts","in both eudora and windows live mail there is a   keystroke to add a sender's address to contacts.  does anyone know of such   a shortcut in outlook 2010?             thanks,","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"780","add sender to contacts","hi, ann. i use outlook 2010, and know of no shortcut to add sender to contacts. what i do is select the sender in the from field, press applications key, and arrow down to add sender to contacts.          bill white    billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"781","adding contacts in windows10 email app","hello,     i am a new user of windows10, and so far, i m liking it!  however, i m not too sure about the email app.  can anyone tell me how to add contacts in email?  thanks.     melissa","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"782","adding contacts in windows10 email app","melissa,            contacts for win 10 are not handled in the mail app itself but in its partner app, people.   this has been written about multiple times on the windows 10 for screen reader users group.  here is a link to a post written by david moore that's a  tutorial on using the mail, people, and calendar apps .  --       brian                  ""be yourself"" is the worst advice you can give         to some people.                  ~ tom masson","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"783","adding contacts in windows10 email app","thank you so much! i'm sure that i will get used to windows 10 eventually. lol!    sent from my iphone","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"784","adding contacts in windows10 email app","thank you so much! i'm sure that i will get used to windows 10 eventually. lol    sent from my iphone","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"785","adding favorites in firefox","hello, everyone.     a while back, i imported internet favorites from internet explorer to firefox using the add-on tool called plain old favorites.         http://www.iosart.com/firefox/plainoldfavorites/         since i now am using firefox as my main internet browser, i m interested in adding some additional favorites to my favorites list.     i can find the tab that says  add favorites , but when i attempt to do this, nothing happens.  jaws says nothing, and i appear to get a blank screen.     am i missing a step here, or is there a different way to add new favorites to my favorites list in firefox?     thank you!     dr.  tom behler from michigan","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"786","adding favorites in firefox","tom,          the whole ""favorites"" bar and related bits from that add-on are set up such that they access the favorites list from ie itself and make it accessible inside of firefox.  the add-on was created quite a while ago and both ie and firefox have been updated many times since then.  the latest version for the version history shown on that page is for version 1.3, designed to work with firefox 22 and the current version of firefox is 43.0.4.  i am not surprised that some of the features are not working anymore and my guess is that unless the developer is willing to make a new revision to work with the current versions of firefox, ie11, and windows that you're not going to recover the functionality you're looking for.           you could always write to alex sirota and see if you get any response.          otherwise my advice to you would be to start using the firefox bookmarks system exclusively.  you can import them into firefox bookmarks directly from ie.  see this  firefox help webpage on importing bookmarks from another browser .  brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"787","adding favorites in firefox","tom, fyi, favorites in firefox are called bookmarks.  did you try pressing control+d as you would in ie? and getting to the bookmarks from the menubar is alt, b, and arrow down.  i believe first letter navigation is possible to get a specific bookmark.","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"788","adding favorites in firefox","no, you cannot add web pages to the ie favorites list in firefox.  you  can only add them in ie and then access them in firefox through plain old  favorites.  in firefox, if you want to add a web page as as a favorite, it  will be added to the bookmarks list, not the favorites list.  so if you  want to use firefox as your primary browser, you will have to deal with two  lists of favorites: the favorites list from ie and the bookmarks list from  firefox itself.       gerald","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"789","adding favorites in firefox","hello  tom:      note : bookmarks are known     as  favorites  in internet explorer.        how do i bookmark a page?   it's easy   just click the star!       to create a bookmark, click the star icon in the             address bar.  the star will turn  yellow  blue  and a           bookmark for the page you're on will be created in the           unsorted bookmarks folder. that's it!                       to create a bookmark, click the star in the toolbar.            the star will turn blue and a bookmark for the page you're on           will be created in the unsorted bookmarks folder. that's it!","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"790","adding favorites in firefox","brian, can you post alex's email?","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"791","adding favorites in firefox","mario:    when i used     http://www.iosart.com/firefox/plainoldfavorites/       to import my favorites from internet explorer to firefox, they were stored  in favorites, not in bookmarks.    i just checked, and nothing appears in firefox undder bookmarks.    brian has given me some suggestions for directly importing ie favorites into  firefox bookmarks, so i may give that a try.    will see what others have to say as well.    dr.  tom behler","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"792","adding favorites in firefox","gerald:         is there a way i could remove all of my favorites that i originally imported into firefox from ie, and then, just recreate the new favorites from there using plainoldfavorites?         i guess i could delete them one at a time from firefox, and start over again, but i m just wondering if there might be an easier way.         tom behler","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"793","adding favorites in firefox","mario,         there is a contact me link on the webpage tom posted which opens a form.  his actual email address is not given.        brian","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"794","adding favorites in firefox","no, i don t think there is a way to accomplish this.  the favorites  list is connected to ie, and the bookmarks list is connected to firefox.   there is no way to add items to the ie favorites list from firefox, nor any way  to add items to the ff bookmarks list from ie.  plain old favorites was  really designed for ie users who want the ability to access the favorites list  from firefox as theirsecondary browser.  i use ie 11 as my primary browser  and only use firefox with webvisum to solve image captchas, although now that i  have signed up with rumola and can solve image captchas with ie, i will probably  use firefox even less frequently.                     gerald","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"795","adding favorites in firefox","works perfectly fine for me.     if you re a jaws user, then after pressing enter on the  add to favorites  option in the favorites menu, you ll have to alt+tab out of the window and back into it. for whatever reason, jaws has always stayed silent for me at this part. after that though, it works as one would expect. you can tab through the different fields. bookmark name and then list of folders you wish to save it to.     i m using jfw 17 and firefox 42. firefox is my default browser and this is how i ve always added bookmarks to my favorites list. in fact, i ve got my favorites folder saved to my google drive folder so any change i make on one pc is synchronized on my other machine.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"796","adding favorites in firefox","hi, tom. i also use plainoldfavorites in firefox. adding  favorites in firefox works the same way it does for internet explorer. all you  need to do is to go to the page you want to make a favorite for in firefox. once  you are there, press alt plus the letter a. then press the enter key, and the  favorite is automatically added. the thing which may be confusing is that the  favorite will appear at the bottom of the favorites list in firefox instead of  being in alphabetical order. if you want the list to be in alphabetical order  again, you must go to the plainoldfavorites adon in the adons manager in  firefox, click on the plainoldfavorites adon. it will then say read only. tab to  the options for that option. select the option ""sort by name"". if the option  says it is checked, press the space bar to uncheck this option, then press the  space bar to re-check the option. tab to the ok button, and press enter. then  press alt plus w to close firefox. when you open firefox again, the favorites  will appear in alphabetical order.   bill white  billwhite92701@...      ----- original message -----     from:   tom behler      to:   jfw@groups.io      sent:  saturday, january 16, 2016 8:09    am    subject:  adding favorites in  firefox          hello, everyone.       a while back, i imported internet favorites from internet    explorer to firefox using the add-on tool called plain old    favorites.            http://www.iosart.com/firefox/plainoldfavorites/            since i now am using firefox as my main internet browser,    i m interested in adding some additional favorites to my favorites    list.       i can find the tab that says  add favorites , but when i    attempt to do this, nothing happens.  jaws says nothing, and i appear to    get a blank screen.       am i missing a step here, or is there a different way to    add new favorites to my favorites list in firefox?       thank you!       dr.  tom behler from michigan              __________ information    from eset nod32 antivirus, version of virus signature database 12880    (20160116) __________    the message was checked by eset nod32    antivirus.     http://www.eset.com           __________ information from eset nod32 antivirus, version of virus signature database 12880 (20160116) __________      the message was checked by eset nod32 antivirus.       http://www.eset.com","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"797","adding favorites in firefox","hi, again, tom. if you continue to have trouble with firefox  and plainoldfavorites, you may call me at the following phone  number:   714-835-6295.   bill white  billwhite92701@...      ----- original message -----     from:   tom behler      to:   jfw@groups.io      sent:  saturday, january 16, 2016 8:09    am    subject:  adding favorites in  firefox          hello, everyone.       a while back, i imported internet favorites from internet    explorer to firefox using the add-on tool called plain old    favorites.            http://www.iosart.com/firefox/plainoldfavorites/            since i now am using firefox as my main internet browser,    i m interested in adding some additional favorites to my favorites    list.       i can find the tab that says  add favorites , but when i    attempt to do this, nothing happens.  jaws says nothing, and i appear to    get a blank screen.       am i missing a step here, or is there a different way to    add new favorites to my favorites list in firefox?       thank you!       dr.  tom behler from michigan              __________ information    from eset nod32 antivirus, version of virus signature database 12880    (20160116) __________    the message was checked by eset nod32    antivirus.     http://www.eset.com           __________ information from eset nod32 antivirus, version of virus signature database 12880 (20160116) __________      the message was checked by eset nod32 antivirus.       http://www.eset.com","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"798","adding favorites in firefox","bill,           i ve been trying to install plain old favorites today, but i just can t get it to work. i have the .exe in my downloads folder, but ms doesn t recognize the file type. i was taken to a recommendation to install  free viewer, which handles various file types that apparently include firefox add-ons and extension, but i can t get free viewer even to download, never mind install.            the free viewer webpage is here:      http://www.freeviewer.com/            any better ideas? also, when i open firefox add-ons, all i get is a list of recommended add-ons. i can t get beyond that point.            for the record, i have firefox 43.0.4, win7 and jaws 17.","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
"799","adding favorites in firefox","it's not an .exe file to begin with. it's an xpi file  type.   bill white  billwhite92701@...      ----- original message -----     from:   adrian    spratt      to:   jfw@groups.io      sent:  saturday, january 16, 2016 3:36    pm    subject:  re: adding favorites in    firefox           bill,           i ve been trying to install    plain old favorites today, but i just can t get it to work. i have the .exe in    my downloads folder, but ms doesn t recognize the file type. i was taken to a    recommendation to install free viewer, which handles various file types that    apparently include firefox add-ons and extension, but i can t get free viewer    even to download, never mind install.            the free viewer webpage is    here:      http://www.freeviewer.com/            any better ideas? also, when i    open firefox add-ons, all i get is a list of recommended add-ons. i can t get    beyond that point.            for the record, i have firefox    43.0.4, win7 and jaws 17.                from:    bill white    [mailto:billwhite92701@...]    sent:  saturday, january 16,    2016 3:52 pm   to:  jfw@groups.io   subject:  re: adding    favorites in firefox             hi, tom. i    also use plainoldfavorites in firefox. adding favorites in firefox works the    same way it does for internet explorer. all you need to do is to go to the    page you want to make a favorite for in firefox. once you are there, press alt    plus the letter a. then press the enter key, and the favorite is automatically    added. the thing which may be confusing is that the favorite will appear at    the bottom of the favorites list in firefox instead of being in alphabetical    order. if you want the list to be in alphabetical order again, you must go to    the plainoldfavorites adon in the adons manager in firefox, click on the    plainoldfavorites adon. it will then say read only. tab to the options for    that option. select the option ""sort by name"". if the option says it is    checked, press the space bar to uncheck this option, then press the space bar    to re-check the option. tab to the ok button, and press enter. then press alt    plus w to close firefox. when you open firefox again, the favorites will    appear in alphabetical order.          bill white  billwhite92701@...           ----- original      message -----          from:     tom behler           to:     jfw@groups.io           sent:    saturday,      january 16, 2016 8:09 am         subject:    adding favorites      in firefox              hello, everyone.       a while back, i imported internet favorites from internet      explorer to firefox using the add-on tool called plain old      favorites.            http://www.iosart.com/firefox/plainoldfavorites/            since i now am using firefox as my main internet browser,      i m interested in adding some additional favorites to my favorites      list.       i can find the tab that says  add favorites , but when i      attempt to do this, nothing happens.  jaws says nothing, and i appear      to get a blank screen.       am i missing a step here, or is there a different way to      add new favorites to my favorites list in firefox?       thank you!       dr.  tom behler from michigan                __________      information from eset nod32 antivirus, version of virus signature database      12880 (20160116) __________    the message was checked by eset nod32      antivirus.     http://www.eset.com           __________    information from eset nod32 antivirus, version of virus signature database    12880 (20160116) __________    the message was checked by eset nod32    antivirus.     http://www.eset.com              __________ information from    eset nod32 antivirus, version of virus signature database 12880 (20160116)    __________    the message was checked by eset nod32 antivirus.     http://www.eset.com           __________ information from eset nod32 antivirus, version of virus signature database 12880 (20160116) __________      the message was checked by eset nod32 antivirus.       http://www.eset.com","following","tagged",NULL,"undefined","undefined","undefined","undefined","Elaboration","undefined"
